Subject,Title,Author,ISBN,Price,Currency,Pages,Publication_Year,Category,Image_URL,Book_URL,Description,Updated_At,Discount,Visible,Publisher
Engineering,"Linear Integrated Circuits: Analysis, Design & Applications",B. Somanathan Nair,9788126518968,859,INR,340,2009,Engineering,/images/books/9788126518968.jpg,,"Explore Linear Integrated Circuits: Analysis, Design & Applications, a practical and informative resource for students, professionals, and enthusiasts. This book presents key concepts, real-world applications, and current developments in general. Written by B. Somanathan Nair, it helps readers build knowledge, strengthen skills, and gain a deeper understanding of the subject. Suitable for learning, reference, and professional growth.",2026-06-22T08:54:54.454Z,20,TRUE,Wiley
Engineering,Power Electronics: Essentials & Applications,L. Umanand,9788126519453,1059,INR,944,2009,Engineering,/images/books/9788126519453.jpg,,"Explore Power Electronics: Essentials & Applications, a practical and informative resource for students, professionals, and enthusiasts. This book presents key concepts, real-world applications, and current developments in general. Written by L. Umanand, it helps readers build knowledge, strengthen skills, and gain a deeper understanding of the subject. Suitable for learning, reference, and professional growth.",2026-06-22T08:54:54.454Z,20,TRUE,Wiley
Engineering,Microwave Engineering,Dr. K.T. Mathew,9788126520114,939,INR,428,2011,Engineering,/images/books/9788126520114.jpg,,"Explore Microwave Engineering, a practical and informative resource for students, professionals, and enthusiasts. This book presents key concepts, real-world applications, and current developments in engineering. Written by Dr. K.T. Mathew, it helps readers build knowledge, strengthen skills, and gain a deeper understanding of the subject. Suitable for learning, reference, and professional growth.",2026-06-22T08:54:54.454Z,20,TRUE,Wiley
Engineering,"Satellite Communications, As per AICTE","Anil K. Maini, Varsha Agrawal",9788126520732,999,INR,504,2019,Engineering,/images/books/9788126520732.jpg,,"Explore Satellite Communications, As per AICTE, a practical and informative resource for students, professionals, and enthusiasts. This book presents key concepts, real-world applications, and current developments in general. Written by Anil K. Maini, Varsha Agrawal, it helps readers build knowledge, strengthen skills, and gain a deeper understanding of the subject. Suitable for learning, reference, and professional growth.",2026-06-22T08:54:54.454Z,20,TRUE,Wiley
Engineering,"Analysis and Design of Analog Integrated Circuits, 5ed, ISV","Gray, Hurst, Lewis, Meyer",9788126521487,1139,INR,896,2009,Engineering,/images/books/9788126521487.jpg,,"Explore Analysis and Design of Analog Integrated Circuits, 5ed, ISV, a practical and informative resource for students, professionals, and enthusiasts. This book presents key concepts, real-world applications, and current developments in general. Written by Gray, Hurst, Lewis, Meyer, it helps readers build knowledge, strengthen skills, and gain a deeper understanding of the subject. Suitable for learning, reference, and professional growth.",2026-06-22T08:54:54.454Z,20,TRUE,Wiley
Engineering,Digital Control,Kannan M. Moudgalya,9788126522064,1139,INR,568,2009,Engineering,/images/books/9788126522064.jpg,,"Explore Digital Control, a practical and informative resource for students, professionals, and enthusiasts. This book presents key concepts, real-world applications, and current developments in general. Written by Kannan M. Moudgalya, it helps readers build knowledge, strengthen skills, and gain a deeper understanding of the subject. Suitable for learning, reference, and professional growth.",2026-06-22T08:54:54.454Z,20,TRUE,Wiley
Engineering,Control Engineering,K.P.Ramachandran,9788126522880,869,INR,576,2011,Engineering,/images/books/9788126522880.jpg,,"Explore Control Engineering, a practical and informative resource for students, professionals, and enthusiasts. This book presents key concepts, real-world applications, and current developments in engineering. Written by K.P.Ramachandran, it helps readers build knowledge, strengthen skills, and gain a deeper understanding of the subject. Suitable for learning, reference, and professional growth.",2026-06-22T08:54:54.454Z,20,TRUE,Wiley
Engineering,"Statistical Quality Control: A Modern Introduction, 6ed",Douglas C. Montgomery,9788126525065,1049,INR,756,2010,Engineering,/images/books/9788126525065.jpg,,"Explore Statistical Quality Control: A Modern Introduction, 6ed, a practical and informative resource for students, professionals, and enthusiasts. This book presents key concepts, real-world applications, and current developments in general. Written by Douglas C. Montgomery, it helps readers build knowledge, strengthen skills, and gain a deeper understanding of the subject. Suitable for learning, reference, and professional growth.",2026-06-22T08:54:54.454Z,20,TRUE,Wiley
Engineering,Irrigation Engineering,H.M. Raghunath,9788126528813,999,INR,536,2011,Engineering,/images/books/9788126528813.jpg,,"Explore Irrigation Engineering, a practical and informative resource for students, professionals, and enthusiasts. This book presents key concepts, real-world applications, and current developments in engineering. Written by H.M. Raghunath, it helps readers build knowledge, strengthen skills, and gain a deeper understanding of the subject. Suitable for learning, reference, and professional growth.",2026-06-22T08:54:54.454Z,20,TRUE,Wiley
Engineering,Fundamentals of Industrial Instrumentation,Alok Barua,9788126528820,889,INR,344,2011,Engineering,/images/books/9788126528820.jpg,,"Explore Fundamentals of Industrial Instrumentation, a practical and informative resource for students, professionals, and enthusiasts. This book presents key concepts, real-world applications, and current developments in general. Written by Alok Barua, it helps readers build knowledge, strengthen skills, and gain a deeper understanding of the subject. Suitable for learning, reference, and professional growth.",2026-06-22T08:54:54.454Z,20,TRUE,Wiley
Engineering,Basic Electrical and Electronics Engineering,"V. Jegathesan, K. Vinoth Kumar, R. Saravanakumar",9788126529513,879,INR,552,2011,Engineering,/images/books/9788126529513.jpg,,"Explore Basic Electrical and Electronics Engineering, a practical and informative resource for students, professionals, and enthusiasts. This book presents key concepts, real-world applications, and current developments in engineering. Written by V. Jegathesan, K. Vinoth Kumar, R. Saravanakumar, it helps readers build knowledge, strengthen skills, and gain a deeper understanding of the subject. Suitable for learning, reference, and professional growth.",2026-06-22T08:54:54.454Z,20,TRUE,Wiley
Engineering,Understanding Clean Energy and Fuels from Biomass,Dr. H.S. Mukunda,9788126529698,1099,INR,300,2011,Engineering,/images/books/9788126529698.jpg,,"Explore Understanding Clean Energy and Fuels from Biomass, a practical and informative resource for students, professionals, and enthusiasts. This book presents key concepts, real-world applications, and current developments in general. Written by Dr. H.S. Mukunda, it helps readers build knowledge, strengthen skills, and gain a deeper understanding of the subject. Suitable for learning, reference, and professional growth.",2026-06-22T08:54:54.454Z,20,TRUE,Wiley
Engineering,Mechanical Vibrations,Dr. Debabrata Nag,9788126530908,919,INR,672,2011,Engineering,/images/books/9788126530908.jpg,,"Explore Mechanical Vibrations, a practical and informative resource for students, professionals, and enthusiasts. This book presents key concepts, real-world applications, and current developments in general. Written by Dr. Debabrata Nag, it helps readers build knowledge, strengthen skills, and gain a deeper understanding of the subject. Suitable for learning, reference, and professional growth.",2026-06-22T08:54:54.454Z,20,TRUE,Wiley
Engineering,Theory of Computation: A Problem-Solving Approach,Kavi Mahesh,9788126533114,899,INR,368,2011,Engineering,/images/books/9788126533114.jpg,,"Explore Theory of Computation: A Problem-Solving Approach, a practical and informative resource for students, professionals, and enthusiasts. This book presents key concepts, real-world applications, and current developments in general. Written by Kavi Mahesh, it helps readers build knowledge, strengthen skills, and gain a deeper understanding of the subject. Suitable for learning, reference, and professional growth.",2026-06-22T08:54:54.454Z,20,TRUE,Wiley
Engineering,"Environmental Science, 8ed, ISV","Botkin, Keller",9788126534142,1259,INR,604,2012,Engineering,/images/books/9788126534142.jpg,,"Explore Environmental Science, 8ed, ISV, a practical and informative resource for students, professionals, and enthusiasts. This book presents key concepts, real-world applications, and current developments in general. Written by Botkin, Keller, it helps readers build knowledge, strengthen skills, and gain a deeper understanding of the subject. Suitable for learning, reference, and professional growth.",2026-06-22T08:54:54.454Z,20,TRUE,Wiley
Engineering,Power System: Operation & Control,Dr. K. Uma Rao,9788126534418,949,INR,548,2012,Engineering,/images/books/9788126534418.jpg,,"Explore Power System: Operation & Control, a practical and informative resource for students, professionals, and enthusiasts. This book presents key concepts, real-world applications, and current developments in general. Written by Dr. K. Uma Rao, it helps readers build knowledge, strengthen skills, and gain a deeper understanding of the subject. Suitable for learning, reference, and professional growth.",2026-06-22T08:54:54.454Z,20,TRUE,Wiley
Engineering,"Strength of Materials, 2ed","Debabrata Nag, Abhijit Chanda",9788126534876,909,INR,800,2012,Engineering,/images/books/9788126534876.jpg,,"Explore Strength of Materials, 2ed, a practical and informative resource for students, professionals, and enthusiasts. This book presents key concepts, real-world applications, and current developments in general. Written by Debabrata Nag, Abhijit Chanda, it helps readers build knowledge, strengthen skills, and gain a deeper understanding of the subject. Suitable for learning, reference, and professional growth.",2026-06-22T08:54:54.454Z,20,TRUE,Wiley
Engineering,Basic Electrical Engineering,Dr. Debashisha Jena,9788126536139,829,INR,524,2012,Engineering,/images/books/9788126536139.jpg,,"Explore Basic Electrical Engineering, a practical and informative resource for students, professionals, and enthusiasts. This book presents key concepts, real-world applications, and current developments in engineering. Written by Dr. Debashisha Jena, it helps readers build knowledge, strengthen skills, and gain a deeper understanding of the subject. Suitable for learning, reference, and professional growth.",2026-06-22T08:54:54.454Z,20,TRUE,Wiley
Engineering,Electromagnetic Field Theory and Transmission Lines,Gottapu Sasibhushana Rao,9788126536153,829,INR,436,2012,Technology,/images/books/9788126536153.jpg,,"Explore Electromagnetic Field Theory and Transmission Lines, a practical and informative resource for students, professionals, and enthusiasts. This book presents key concepts, real-world applications, and current developments in technology. Written by Gottapu Sasibhushana Rao, it helps readers build knowledge, strengthen skills, and gain a deeper understanding of the subject. Suitable for learning, reference, and professional growth.",2026-06-22T08:54:54.454Z,20,TRUE,Wiley
Engineering,Behavioural Science: Achieving Behavioural Excellence for Success,Dr. Abha Singh,9788126538027,669,INR,248,2012,Engineering,/images/books/9788126538027.jpg,,"Explore Behavioural Science: Achieving Behavioural Excellence for Success, a practical and informative resource for students, professionals, and enthusiasts. This book presents key concepts, real-world applications, and current developments in general. Written by Dr. Abha Singh, it helps readers build knowledge, strengthen skills, and gain a deeper understanding of the subject. Suitable for learning, reference, and professional growth.",2026-06-22T08:54:54.454Z,20,TRUE,Wiley
Engineering,Earthquake-Resistant Design of Building Structures,Dr. Vinod Hosur,9788126538591,869,INR,288,2012,Engineering,/images/books/9788126538591.jpg,,"Explore Earthquake-Resistant Design of Building Structures, a practical and informative resource for students, professionals, and enthusiasts. This book presents key concepts, real-world applications, and current developments in general. Written by Dr. Vinod Hosur, it helps readers build knowledge, strengthen skills, and gain a deeper understanding of the subject. Suitable for learning, reference, and professional growth.",2026-06-22T08:54:54.454Z,20,TRUE,Wiley
Engineering,Biometrics: Concepts and Applications,"G.R. Sinha, Sandeep B. Patil",9788126538652,789,INR,288,2013,Engineering,/images/books/9788126538652.jpg,,"Explore Biometrics: Concepts and Applications, a practical and informative resource for students, professionals, and enthusiasts. This book presents key concepts, real-world applications, and current developments in general. Written by G.R. Sinha, Sandeep B. Patil, it helps readers build knowledge, strengthen skills, and gain a deeper understanding of the subject. Suitable for learning, reference, and professional growth.",2026-06-22T08:54:54.454Z,20,TRUE,Wiley
Engineering,Turbomachines,B.U. Pai,9788126539550,870,INR,404,2013,Engineering,/images/books/9788126539550.jpg,,"Explore Turbomachines, a practical and informative resource for students, professionals, and enthusiasts. This book presents key concepts, real-world applications, and current developments in general. Written by B.U. Pai, it helps readers build knowledge, strengthen skills, and gain a deeper understanding of the subject. Suitable for learning, reference, and professional growth.",2026-06-22T08:54:54.454Z,20,TRUE,Wiley
Engineering,"Speech and Audio Processing, As per AICTE",Dr. Shaila D. Apte,9788126540389,957,INR,,2019,Engineering,/images/books/9788126540389.jpg,,"Explore Speech and Audio Processing, As per AICTE, a practical and informative resource for students, professionals, and enthusiasts. This book presents key concepts, real-world applications, and current developments in general. Written by Dr. Shaila D. Apte, it helps readers build knowledge, strengthen skills, and gain a deeper understanding of the subject. Suitable for learning, reference, and professional growth.",2026-06-22T08:54:54.454Z,20,TRUE,Wiley
Engineering,"Soil Mechanics and Foundation Engineering, As per AICTE",B.N.D. Narasinga Rao,9788126540396,969,INR,,2019,Engineering,/images/books/9788126540396.jpg,,"Explore Soil Mechanics and Foundation Engineering, As per AICTE, a practical and informative resource for students, professionals, and enthusiasts. This book presents key concepts, real-world applications, and current developments in engineering. Written by B.N.D. Narasinga Rao, it helps readers build knowledge, strengthen skills, and gain a deeper understanding of the subject. Suitable for learning, reference, and professional growth.",2026-06-22T08:54:54.454Z,20,TRUE,Wiley
Engineering,"Mechatronics, As per AICTE: Integrated Mechanical Electronic Systems","K.P. Ramachandran, G.K. Vijayaraghavan, M.S.Balasundaram",9788126540402,1039,INR,,2019,Engineering,/images/books/9788126540402.jpg,,"Explore Mechatronics, As per AICTE: Integrated Mechanical Electronic Systems, a practical and informative resource for students, professionals, and enthusiasts. This book presents key concepts, real-world applications, and current developments in general. Written by K.P. Ramachandran, G.K. Vijayaraghavan, M.S.Balasundaram, it helps readers build knowledge, strengthen skills, and gain a deeper understanding of the subject. Suitable for learning, reference, and professional growth.",2026-06-22T08:54:54.454Z,20,TRUE,Wiley
Engineering,"Process Dynamics and Control, 3ed, ISV","Seborg, Edgar, Mellichamp, Doyle",9788126541263,889,INR,464,2013,Engineering,/images/books/9788126541263.jpg,,"Explore Process Dynamics and Control, 3ed, ISV, a practical and informative resource for students, professionals, and enthusiasts. This book presents key concepts, real-world applications, and current developments in general. Written by Seborg, Edgar, Mellichamp, Doyle, it helps readers build knowledge, strengthen skills, and gain a deeper understanding of the subject. Suitable for learning, reference, and professional growth.",2026-06-22T08:54:54.454Z,20,TRUE,Wiley
Engineering,"Callister's Materials Science and Engineering, 2ed",R. Balasubramaniam,9788126541607,1159,INR,838,2014,Engineering,/images/books/9788126541607.jpg,,"Explore Callister's Materials Science and Engineering, 2ed, a practical and informative resource for students, professionals, and enthusiasts. This book presents key concepts, real-world applications, and current developments in engineering. Written by R. Balasubramaniam, it helps readers build knowledge, strengthen skills, and gain a deeper understanding of the subject. Suitable for learning, reference, and professional growth.",2026-06-22T08:54:54.454Z,20,TRUE,Wiley
Engineering,Analog Signal Processing: Analysis and Synthesis,Dr. Alok Barua,9788126541980,895,INR,296,2014,Engineering,/images/books/9788126541980.jpg,,"Explore Analog Signal Processing: Analysis and Synthesis, a practical and informative resource for students, professionals, and enthusiasts. This book presents key concepts, real-world applications, and current developments in general. Written by Dr. Alok Barua, it helps readers build knowledge, strengthen skills, and gain a deeper understanding of the subject. Suitable for learning, reference, and professional growth.",2026-06-22T08:54:54.454Z,20,TRUE,Wiley
Engineering,Nanoscience and Nanotechnology: Fundamentals of Frontiers,"M.S. Ramachandra Rao, Shubra Singh",9788126542017,885,INR,388,2013,Engineering,/images/books/9788126542017.jpg,,"Explore Nanoscience and Nanotechnology: Fundamentals of Frontiers, a practical and informative resource for students, professionals, and enthusiasts. This book presents key concepts, real-world applications, and current developments in general. Written by M.S. Ramachandra Rao, Shubra Singh, it helps readers build knowledge, strengthen skills, and gain a deeper understanding of the subject. Suitable for learning, reference, and professional growth.",2026-06-22T08:54:54.454Z,20,TRUE,Wiley
Engineering,"Engineering Statistics, 5ed, SI Version","Montgomery, Runger, Hubele",9788126542635,869,INR,544,2025,Engineering,/images/books/9788126542635.jpg,,"Explore Engineering Statistics, 5ed, SI Version, a practical and informative resource for students, professionals, and enthusiasts. This book presents key concepts, real-world applications, and current developments in engineering. Written by Montgomery, Runger, Hubele, it helps readers build knowledge, strengthen skills, and gain a deeper understanding of the subject. Suitable for learning, reference, and professional growth.",2026-06-22T08:54:54.454Z,20,TRUE,Wiley
Engineering,"Fundamentals of Electrical Engineering, 2ed","Dr. Bharti Dwivedi, Dr. Anurag Tripathi",9788126542710,899,INR,336,2013,Engineering,/images/books/9788126542710.jpg,,"Explore Fundamentals of Electrical Engineering, 2ed, a practical and informative resource for students, professionals, and enthusiasts. This book presents key concepts, real-world applications, and current developments in engineering. Written by Dr. Bharti Dwivedi, Dr. Anurag Tripathi, it helps readers build knowledge, strengthen skills, and gain a deeper understanding of the subject. Suitable for learning, reference, and professional growth.",2026-06-22T08:54:54.454Z,20,TRUE,Wiley
Engineering,"Engineering Chemistry, 2ed",,9788126543205,999,INR,1060,2013,Engineering,/images/books/9788126543205.jpg,,"Explore Engineering Chemistry, 2ed, a practical and informative resource for students, professionals, and enthusiasts. This book presents key concepts, real-world applications, and current developments in engineering. Written by , it helps readers build knowledge, strengthen skills, and gain a deeper understanding of the subject. Suitable for learning, reference, and professional growth.",2026-06-22T08:54:54.454Z,20,TRUE,Wiley
Engineering,"Basic Computer Engineering, 2ed","Sanjay Silakari, Rajesh K. Shukla",9788126543359,950,INR,472,2013,Engineering,/images/books/9788126543359.jpg,,"Explore Basic Computer Engineering, 2ed, a practical and informative resource for students, professionals, and enthusiasts. This book presents key concepts, real-world applications, and current developments in engineering. Written by Sanjay Silakari, Rajesh K. Shukla, it helps readers build knowledge, strengthen skills, and gain a deeper understanding of the subject. Suitable for learning, reference, and professional growth.",2026-06-22T08:54:54.454Z,20,TRUE,Wiley
Engineering,"Analog Integrated Circuit Design, 2ed, ISV","Chan Carusone, David Johns, Kenneth Martin",9788126543939,1499,INR,820,2013,Engineering,/images/books/9788126543939.jpg,,"Explore Analog Integrated Circuit Design, 2ed, ISV, a practical and informative resource for students, professionals, and enthusiasts. This book presents key concepts, real-world applications, and current developments in general. Written by Chan Carusone, David Johns, Kenneth Martin, it helps readers build knowledge, strengthen skills, and gain a deeper understanding of the subject. Suitable for learning, reference, and professional growth.",2026-06-22T08:54:54.454Z,20,TRUE,Wiley
Engineering,Processor Architecture and Interfacing,"Swati Joshi, Atul Joshi, Hemlata Jadhav",9788126545605,789,INR,368,2013,Engineering,/images/books/9788126545605.jpg,,"Explore Processor Architecture and Interfacing, a practical and informative resource for students, professionals, and enthusiasts. This book presents key concepts, real-world applications, and current developments in general. Written by Swati Joshi, Atul Joshi, Hemlata Jadhav, it helps readers build knowledge, strengthen skills, and gain a deeper understanding of the subject. Suitable for learning, reference, and professional growth.",2026-06-22T08:54:54.454Z,20,TRUE,Wiley
Engineering,"Technical English, (As per syllabus of Anna University)",Dr. M.Hemamalini,9788126549115,769,INR,220,2014,Engineering,/images/books/9788126549115.jpg,,"Explore Technical English, (As per syllabus of Anna University), a practical and informative resource for students, professionals, and enthusiasts. This book presents key concepts, real-world applications, and current developments in general. Written by Dr. M.Hemamalini, it helps readers build knowledge, strengthen skills, and gain a deeper understanding of the subject. Suitable for learning, reference, and professional growth.",2026-06-22T08:54:54.454Z,20,TRUE,Wiley
Engineering,Engineering Graphics,"G.S. Phull, H.S. Sandhu",9788126549702,896,INR,404,2014,Engineering,/images/books/9788126549702.jpg,,"Explore Engineering Graphics, a practical and informative resource for students, professionals, and enthusiasts. This book presents key concepts, real-world applications, and current developments in engineering. Written by G.S. Phull, H.S. Sandhu, it helps readers build knowledge, strengthen skills, and gain a deeper understanding of the subject. Suitable for learning, reference, and professional growth.",2026-06-22T08:54:54.454Z,20,TRUE,Wiley
Engineering,"Basic Electrical Engineering, (A Complete Solution)",Vijay Kumar Garg,9788126550760,759,INR,876,2014,Engineering,/images/books/9788126550760.jpg,,"Explore Basic Electrical Engineering, (A Complete Solution), a practical and informative resource for students, professionals, and enthusiasts. This book presents key concepts, real-world applications, and current developments in engineering. Written by Vijay Kumar Garg, it helps readers build knowledge, strengthen skills, and gain a deeper understanding of the subject. Suitable for learning, reference, and professional growth.",2026-06-22T08:54:54.454Z,20,TRUE,Wiley
Engineering,"Engineering Chemistry, Revised ed, (As per 2014 - 15 syllabus of VTU)",Dr. K. Pushpalatha,9788126551842,749,INR,392,2014,Engineering,/images/books/9788126551842.jpg,,"Explore Engineering Chemistry, Revised ed, (As per 2014 - 15 syllabus of VTU), a practical and informative resource for students, professionals, and enthusiasts. This book presents key concepts, real-world applications, and current developments in engineering. Written by Dr. K. Pushpalatha, it helps readers build knowledge, strengthen skills, and gain a deeper understanding of the subject. Suitable for learning, reference, and professional growth.",2026-06-22T08:54:54.454Z,20,TRUE,Wiley
Engineering,"Modeling and Simulation using MATLAB - Simulink, 2ed",Dr. Shailendra Jain,9788126551972,949,INR,720,2015,Engineering,/images/books/9788126551972.jpg,,"Explore Modeling and Simulation using MATLAB - Simulink, 2ed, a practical and informative resource for students, professionals, and enthusiasts. This book presents key concepts, real-world applications, and current developments in general. Written by Dr. Shailendra Jain, it helps readers build knowledge, strengthen skills, and gain a deeper understanding of the subject. Suitable for learning, reference, and professional growth.",2026-06-22T08:54:54.454Z,20,TRUE,Wiley
Engineering,Elements of Mechanical Engineering,"J.K. Kittur, G.D. Gokak",9788126553037,639,INR,296,2014,Engineering,/images/books/9788126553037.jpg,,"Explore Elements of Mechanical Engineering, a practical and informative resource for students, professionals, and enthusiasts. This book presents key concepts, real-world applications, and current developments in engineering. Written by J.K. Kittur, G.D. Gokak, it helps readers build knowledge, strengthen skills, and gain a deeper understanding of the subject. Suitable for learning, reference, and professional growth.",2026-06-22T08:54:54.454Z,20,TRUE,Wiley
Engineering,"Fluid Mechanics , SI Version, 7ed","Munson, Okiishi, Huebsch, Rothmayer",9788126553433,1229,INR,1326,2025,Engineering,/images/books/9788126553433.jpg,,"Explore Fluid Mechanics , SI Version, 7ed, a practical and informative resource for students, professionals, and enthusiasts. This book presents key concepts, real-world applications, and current developments in general. Written by Munson, Okiishi, Huebsch, Rothmayer, it helps readers build knowledge, strengthen skills, and gain a deeper understanding of the subject. Suitable for learning, reference, and professional growth.",2026-06-22T08:54:54.454Z,20,TRUE,Wiley
Engineering,"MATLAB with Control System, Signal Processing and Image Processing Toolboxes","S.N. Sivanandam, S.N. Deepa",9788126554751,879,INR,760,2015,Engineering,/images/books/9788126554751.jpg,,"Explore MATLAB with Control System, Signal Processing and Image Processing Toolboxes, a practical and informative resource for students, professionals, and enthusiasts. This book presents key concepts, real-world applications, and current developments in general. Written by S.N. Sivanandam, S.N. Deepa, it helps readers build knowledge, strengthen skills, and gain a deeper understanding of the subject. Suitable for learning, reference, and professional growth.",2026-06-22T08:54:54.454Z,20,TRUE,Wiley
Engineering,Television Engineering: Audio and Video Systems,"D. S. Bormane, P.B. Mane, R.R. Itkarkar",9788126556366,659,INR,364,2015,Engineering,/images/books/9788126556366.jpg,,"Explore Television Engineering: Audio and Video Systems, a practical and informative resource for students, professionals, and enthusiasts. This book presents key concepts, real-world applications, and current developments in engineering. Written by D. S. Bormane, P.B. Mane, R.R. Itkarkar, it helps readers build knowledge, strengthen skills, and gain a deeper understanding of the subject. Suitable for learning, reference, and professional growth.",2026-06-22T08:54:54.454Z,20,TRUE,Wiley
Engineering,"Principles of Engineering Thermodynamics, SI Version, 8ed","Moran, Shapiro, Boettner, Bailey",9788126556724,1029,INR,888,2025,Engineering,/images/books/9788126556724.jpg,,"Explore Principles of Engineering Thermodynamics, SI Version, 8ed, a practical and informative resource for students, professionals, and enthusiasts. This book presents key concepts, real-world applications, and current developments in engineering. Written by Moran, Shapiro, Boettner, Bailey, it helps readers build knowledge, strengthen skills, and gain a deeper understanding of the subject. Suitable for learning, reference, and professional growth.",2026-06-22T08:54:54.454Z,20,TRUE,Wiley
Engineering,"Semiconductor Devices, Physics and Technology, 3ed, ISV","Simon Sze, Ming-Kwei Lee",9788126556755,999,INR,592,2015,Engineering,/images/books/9788126556755.jpg,,"Explore Semiconductor Devices, Physics and Technology, 3ed, ISV, a practical and informative resource for students, professionals, and enthusiasts. This book presents key concepts, real-world applications, and current developments in science. Written by Simon Sze, Ming-Kwei Lee, it helps readers build knowledge, strengthen skills, and gain a deeper understanding of the subject. Suitable for learning, reference, and professional growth.",2026-06-22T08:54:54.454Z,20,TRUE,Wiley
Engineering,Introduction to Parallel Computing,"Niranjan N. Chiplunkar, Raju K.",9788126556816,750,INR,528,2020,Engineering,/images/books/9788126556816.jpg,,"Explore Introduction to Parallel Computing, a practical and informative resource for students, professionals, and enthusiasts. This book presents key concepts, real-world applications, and current developments in general. Written by Niranjan N. Chiplunkar, Raju K., it helps readers build knowledge, strengthen skills, and gain a deeper understanding of the subject. Suitable for learning, reference, and professional growth.",2026-06-22T08:54:54.454Z,20,TRUE,Wiley
Engineering,"Product and Process Design Principles: Synthesis, Analysis and Evaluation, 3ed, ISV","Seider, Seader, Lewin, Widagdo",9788126557486,1339,INR,764,2015,Engineering,/images/books/9788126557486.jpg,,"Explore Product and Process Design Principles: Synthesis, Analysis and Evaluation, 3ed, ISV, a practical and informative resource for students, professionals, and enthusiasts. This book presents key concepts, real-world applications, and current developments in general. Written by Seider, Seader, Lewin, Widagdo, it helps readers build knowledge, strengthen skills, and gain a deeper understanding of the subject. Suitable for learning, reference, and professional growth.",2026-06-22T08:54:54.454Z,20,TRUE,Wiley
Engineering,"Wireless and Mobile Networks, Concepts and Protocols, 2ed","Sunilkumar S. Manvi, Mahabaleshwar S. Kakkasageri",9788126558551,957,INR,492,2016,Engineering,/images/books/9788126558551.jpg,,"Explore Wireless and Mobile Networks, Concepts and Protocols, 2ed, a practical and informative resource for students, professionals, and enthusiasts. This book presents key concepts, real-world applications, and current developments in technology. Written by Sunilkumar S. Manvi, Mahabaleshwar S. Kakkasageri, it helps readers build knowledge, strengthen skills, and gain a deeper understanding of the subject. Suitable for learning, reference, and professional growth.",2026-06-22T08:54:54.454Z,20,TRUE,Wiley
Engineering,Industrial and Organizational Psychology: Research and Practice,Paul E. Spector,9788126558599,870,INR,464,2016,Engineering,/images/books/9788126558599.jpg,,"Explore Industrial and Organizational Psychology: Research and Practice, a practical and informative resource for students, professionals, and enthusiasts. This book presents key concepts, real-world applications, and current developments in general. Written by Paul E. Spector, it helps readers build knowledge, strengthen skills, and gain a deeper understanding of the subject. Suitable for learning, reference, and professional growth.",2026-06-22T08:54:54.454Z,20,TRUE,Wiley
Engineering,Galitz's Human Machine Interaction,"Dhananjay R. Kalbande, Prashant Kanade, Sridari Iyer",9788126558681,829,INR,592,2015,Engineering,/images/books/9788126558681.jpg,,"Explore Galitz's Human Machine Interaction, a practical and informative resource for students, professionals, and enthusiasts. This book presents key concepts, real-world applications, and current developments in general. Written by Dhananjay R. Kalbande, Prashant Kanade, Sridari Iyer, it helps readers build knowledge, strengthen skills, and gain a deeper understanding of the subject. Suitable for learning, reference, and professional growth.",2026-06-22T08:54:54.454Z,20,TRUE,Wiley
Engineering,Machine Component Design,"Robert C. Juvinall, Kurt M. Marshek",9788126559732,1289,INR,912,2016,Engineering,/images/books/9788126559732.jpg,,"Explore Machine Component Design, a practical and informative resource for students, professionals, and enthusiasts. This book presents key concepts, real-world applications, and current developments in general. Written by Robert C. Juvinall, Kurt M. Marshek, it helps readers build knowledge, strengthen skills, and gain a deeper understanding of the subject. Suitable for learning, reference, and professional growth.",2026-06-22T08:54:54.454Z,20,TRUE,Wiley
Engineering,"Applied Statistics and Probability for Engineers, 6ed, ISV","Douglas C. Montgomery, George C. Runger",9788126562947,1069,INR,792,2016,Engineering,/images/books/9788126562947.jpg,,"Explore Applied Statistics and Probability for Engineers, 6ed, ISV, a practical and informative resource for students, professionals, and enthusiasts. This book presents key concepts, real-world applications, and current developments in general. Written by Douglas C. Montgomery, George C. Runger, it helps readers build knowledge, strengthen skills, and gain a deeper understanding of the subject. Suitable for learning, reference, and professional growth.",2026-06-22T08:54:54.454Z,20,TRUE,Wiley
Engineering,"Engineering Mechanics: Statics, SI Version","J.L. Meriam, L.G. Kraige, J.N. Bolton",9788126564033,1079,INR,532,2017,Engineering,/images/books/9788126564033.jpg,,"Explore Engineering Mechanics: Statics, SI Version, a practical and informative resource for students, professionals, and enthusiasts. This book presents key concepts, real-world applications, and current developments in engineering. Written by J.L. Meriam, L.G. Kraige, J.N. Bolton, it helps readers build knowledge, strengthen skills, and gain a deeper understanding of the subject. Suitable for learning, reference, and professional growth.",2026-06-22T08:54:54.454Z,20,TRUE,Wiley
Engineering,"Textbook of Biotechnology, 5ed",H.K. Das,9788126564040,1309,INR,1104,2017,Engineering,/images/books/9788126564040.jpg,,"Explore Textbook of Biotechnology, 5ed, a practical and informative resource for students, professionals, and enthusiasts. This book presents key concepts, real-world applications, and current developments in general. Written by H.K. Das, it helps readers build knowledge, strengthen skills, and gain a deeper understanding of the subject. Suitable for learning, reference, and professional growth.",2026-06-22T08:54:54.454Z,20,TRUE,Wiley
